# path	namespace	classification	owner	disposition	closing_gate
org.eevolution.manufacturing/src/main/java/ui/swing/org/eevolution/form/action/ProcessPopupAction.java	javax.swing	java-se	org.eevolution.manufacturing	retain	never
org.eevolution.manufacturing/src/main/java/ui/swing/org/eevolution/form/action/ZoomMenuAction.java	javax.swing	java-se	org.eevolution.manufacturing	retain	never
org.eevolution.manufacturing/src/main/java/ui/swing/org/eevolution/form/bom/BOMMessenger.java	javax.swing	java-se	org.eevolution.manufacturing	retain	never
org.eevolution.manufacturing/src/main/java/ui/swing/org/eevolution/form/bom/BOMTreeCellRenderer.java	javax.swing	java-se	org.eevolution.manufacturing	retain	never
org.eevolution.manufacturing/src/main/java/ui/swing/org/eevolution/form/bom/BOMTreeFactory.java	javax.swing	java-se	org.eevolution.manufacturing	retain	never
org.eevolution.manufacturing/src/main/java/ui/swing/org/eevolution/form/bom/BOMTreeModel.java	javax.swing	java-se	org.eevolution.manufacturing	retain	never
org.eevolution.manufacturing/src/main/java/ui/swing/org/eevolution/form/bom/RadioButtonTreeCellRenderer.java	javax.swing	java-se	org.eevolution.manufacturing	retain	never
org.eevolution.manufacturing/src/main/java/ui/swing/org/eevolution/form/bom/action/ChangeASIAction.java	javax.swing	java-se	org.eevolution.manufacturing	retain	never
org.eevolution.manufacturing/src/main/java/ui/swing/org/eevolution/form/bom/action/CreateRfQAction.java	javax.swing	java-se	org.eevolution.manufacturing	retain	never
org.eevolution.manufacturing/src/main/java/ui/swing/org/eevolution/form/bom/action/DeleteBOMAction.java	javax.swing	java-se	org.eevolution.manufacturing	retain	never
org.eevolution.manufacturing/src/main/java/ui/swing/org/eevolution/form/bom/action/MergeBOMAction.java	javax.swing	java-se	org.eevolution.manufacturing	retain	never
org.eevolution.manufacturing/src/main/java/ui/swing/org/eevolution/form/crp/CRPDatasetFactory.java	javax.swing	java-se	org.eevolution.manufacturing	retain	never
org.eevolution.manufacturing/src/main/java/ui/swing/org/eevolution/form/crp/CRPModel.java	javax.swing	java-se	org.eevolution.manufacturing	retain	never
org.eevolution.manufacturing/src/main/java/ui/swing/org/eevolution/form/crp/DiagramTreeCellRenderer.java	javax.swing	java-se	org.eevolution.manufacturing	retain	never
org.eevolution.manufacturing/src/main/java/ui/swing/org/eevolution/form/tree/CachableTreeCellRenderer.java	javax.swing	java-se	org.eevolution.manufacturing	retain	never
org.eevolution.manufacturing/src/main/java/ui/swing/org/eevolution/form/tree/MapTreeCellRenderer.java	javax.swing	java-se	org.eevolution.manufacturing	retain	never
org.eevolution.manufacturing/src/main/java/ui/swing/org/eevolution/tools/swing/AbstractLimiterPlainDocument.java	javax.swing	java-se	org.eevolution.manufacturing	retain	never
org.eevolution.manufacturing/src/main/java/ui/swing/org/eevolution/tools/swing/SwingTool.java	javax.swing	java-se	org.eevolution.manufacturing	retain	never
serverApps/src/main/servlet/org/compiere/wstore/BasketServlet.java	javax.swing	java-se	serverApps	retain	never
serverApps/src/main/servlet/org/compiere/www/WMenu.java	javax.swing	java-se	serverApps	retain	never
serverApps/src/web/images/ImageFactory.java	javax.swing	java-se	serverApps	retain	never
serverApps/src/web/images/WebImageFactory.java	javax.swing	java-se	serverApps	retain	never
zkwebui/WEB-INF/src/org/adempiere/webui/apps/wf/WWFIcon.java	javax.swing	java-se	zkwebui	retain	never
zkwebui/WEB-INF/src/org/adempiere/webui/component/GridPanel.java	javax.swing	java-se	zkwebui	retain	never
zkwebui/WEB-INF/src/org/adempiere/webui/component/GridTableListModel.java	javax.swing	java-se	zkwebui	retain	never
zkwebui/WEB-INF/src/org/adempiere/webui/component/ListPanel.java	javax.swing	java-se	zkwebui	retain	never
zkwebui/WEB-INF/src/org/adempiere/webui/component/SimpleTreeModel.java	javax.swing	java-se	zkwebui	retain	never
zkwebui/WEB-INF/src/org/adempiere/webui/editor/WTableDirEditor.java	javax.swing	java-se	zkwebui	retain	never
JasperReports/src/org/compiere/jr/report/ReportStarter.java	javax.print	java-se	JasperReports	retain	never
base/src/org/adempiere/print/export/PrintDataExcelExporter.java	javax.print	java-se	base	retain	never
base/src/org/compiere/print/CPaper.java	javax.print	java-se	base	retain	never
base/src/org/compiere/print/MPrintPaper.java	javax.print	java-se	base	retain	never
base/src/org/compiere/print/PrintUtil.java	javax.print	java-se	base	retain	never
base/src/org/compiere/print/ReportEngine.java	javax.print	java-se	base	retain	never
base/src/org/compiere/print/layout/LayoutEngine.java	javax.print	java-se	base	retain	never
base/src/org/compiere/util/Language.java	javax.print	java-se	base	retain	never
base/src/org/spin/util/ExportFormatPS.java	javax.print	java-se	base	retain	never
base/src/org/spin/util/PrinterUtil.java	javax.print	java-se	base	retain	never
client/src/org/compiere/print/CPrinter.java	javax.print	java-se	client	retain	never
data/bg_BG/AD_Element_Trl_bg_BG.xml	javax.print	java-se	data	retain	never
data/de_DE/AD_Element_Trl_de_DE.xml	javax.print	java-se	data	retain	never
data/en_GB/AD_Element_Trl_en_GB.xml	javax.print	java-se	data	retain	never
data/en_US/AD_Element_Trl_en_US.xml	javax.print	java-se	data	retain	never
data/es_MX/AD_Element_Trl_es_MX.xml	javax.print	java-se	data	retain	never
data/fr_FR/AD_Element_Trl_fr_FR.xml	javax.print	java-se	data	retain	never
data/hu_HU/AD_Element_Trl_hu_HU.xml	javax.print	java-se	data	retain	never
data/in_ID/AD_Element_Trl_in_ID.xml	javax.print	java-se	data	retain	never
data/it_IT/AD_Element_Trl_it_IT.xml	javax.print	java-se	data	retain	never
data/ja_JP/AD_Element_Trl_ja_JP.xml	javax.print	java-se	data	retain	never
data/pt_BR/AD_Element_Trl_pt_BR.xml	javax.print	java-se	data	retain	never
data/ro_RO/AD_Element_Trl_ro_RO.xml	javax.print	java-se	data	retain	never
data/ru_RU/AD_Element_Trl_ru_RU.xml	javax.print	java-se	data	retain	never
data/sr_RS/AD_Element_Trl_sr_RS.xml	javax.print	java-se	data	retain	never
data/th_TH/AD_Element_Trl_th_TH.xml	javax.print	java-se	data	retain	never
db/ddlutils/adempiere-data.xml	javax.print	java-se	db	retain	never
db/ddlutils/data/AD_COLUMN.xml	javax.print	java-se	db	retain	never
db/ddlutils/data/AD_ELEMENT.xml	javax.print	java-se	db	retain	never
db/ddlutils/data/AD_ELEMENT_TRL.xml	javax.print	java-se	db	retain	never
db/ddlutils/data/AD_FIELD.xml	javax.print	java-se	db	retain	never
db/ddlutils/data/AD_FIELD_TRL.xml	javax.print	java-se	db	retain	never
org.adempiere.pos/src/main/java/ui/swing/org/adempiere/pos/test/POSClientSide.java	javax.print	java-se	org.adempiere.pos	retain	never
org.adempiere.pos/src/main/java/ui/swing/org/adempiere/pos/test/POSClientWindow.java	javax.print	java-se	org.adempiere.pos	retain	never
base/src/org/compiere/db/AdempiereDatabase.java	javax.sql	java-se	base	retain	never
base/src/org/compiere/db/CConnection.java	javax.sql	java-se	base	retain	never
base/src/org/compiere/db/DB_MariaDB.java	javax.sql	java-se	base	retain	never
base/src/org/compiere/db/DB_MySQL.java	javax.sql	java-se	base	retain	never
base/src/org/compiere/db/DB_Oracle.java	javax.sql	java-se	base	retain	never
base/src/org/compiere/db/DB_PostgreSQL.java	javax.sql	java-se	base	retain	never
base/src/org/compiere/db/PreparedStatementProxy.java	javax.sql	java-se	base	retain	never
base/src/org/compiere/db/StatementProxy.java	javax.sql	java-se	base	retain	never
base/src/org/compiere/model/MTree.java	javax.sql	java-se	base	retain	never
base/src/org/compiere/print/MPrintFormat.java	javax.sql	java-se	base	retain	never
base/src/org/compiere/process/RemoteMergeDataVO.java	javax.sql	java-se	base	retain	never
base/src/org/compiere/process/RemoteSetupVO.java	javax.sql	java-se	base	retain	never
base/src/org/compiere/process/RemoteUpdateVO.java	javax.sql	java-se	base	retain	never
base/src/org/compiere/process/ReplicationLocal.java	javax.sql	java-se	base	retain	never
base/src/org/compiere/process/ReplicationRemote.java	javax.sql	java-se	base	retain	never
base/src/org/compiere/process/RollUpCosts.java	javax.sql	java-se	base	retain	never
base/src/org/compiere/util/CCachedRowSet.java	javax.sql	java-se	base	retain	never
base/src/org/compiere/util/CStatement.java	javax.sql	java-se	base	retain	never
base/src/org/compiere/util/DB.java	javax.sql	java-se	base	retain	never
client/src/org/compiere/print/AReport.java	javax.sql	java-se	client	retain	never
install/Adempiere/build.xml	javax.sql	java-se	install	retain	never
lib/context.xml	javax.sql	java-se	lib	retain	never
org.adempiere.webservice/WEB-INF/web.xml	javax.sql	java-se	org.adempiere.webservice	retain	never
org.compiere.mobile/WEB-INF/web.xml	javax.sql	java-se	org.compiere.mobile	retain	never
serverApps/src/web/WEB-INF/web.xml	javax.sql	java-se	serverApps	retain	never
serverRoot/src/main/servlet/org/compiere/web/StatusInfo.java	javax.sql	java-se	serverRoot	retain	never
serverRoot/src/web/WEB-INF/web.xml	javax.sql	java-se	serverRoot	retain	never
webCM/src/web/WEB-INF/web.xml	javax.sql	java-se	webCM	retain	never
webStore/src/web/WEB-INF/web.xml	javax.sql	java-se	webStore	retain	never
zkwebui/WEB-INF/jboss-web.xml	javax.sql	java-se	zkwebui	retain	never
zkwebui/WEB-INF/src/org/adempiere/webui/apps/WReport.java	javax.sql	java-se	zkwebui	retain	never
zkwebui/WEB-INF/web.xml	javax.sql	java-se	zkwebui	retain	never
JasperReports/src/org/compiere/jr/report/ReportStarter.java	javax.naming	java-se	JasperReports	retain	never
JasperReportsWebApp/src/org/compiere/utils/MD5EjbTest.java	javax.naming	java-se	JasperReportsWebApp	retain	never
JasperReportsWebApp/src/org/compiere/web/GetMD5FileServlet.java	javax.naming	java-se	JasperReportsWebApp	retain	never
base/src/org/adempiere/process/rpl/exp/MultiplePublisher.java	javax.naming	java-se	base	retain	never
base/src/org/compiere/db/CConnection.java	javax.naming	java-se	base	retain	never
base/src/org/compiere/db/DB_MariaDB.java	javax.naming	java-se	base	retain	never
base/src/org/compiere/db/DB_MySQL.java	javax.naming	java-se	base	retain	never
base/src/org/compiere/db/DB_Oracle.java	javax.naming	java-se	base	retain	never
base/src/org/compiere/db/DB_PostgreSQL.java	javax.naming	java-se	base	retain	never
base/src/org/compiere/db/LDAP.java	javax.naming	java-se	base	retain	never
base/src/org/compiere/db/TestEJB.java	javax.naming	java-se	base	retain	never
base/src/org/compiere/util/ConnectTest.java	javax.naming	java-se	base	retain	never
base/src/org/compiere/util/Ini.java	javax.naming	java-se	base	retain	never
glassfishfacet/src/org/adempiere/as/glassfish/GlassFish.java	javax.naming	java-se	glassfishfacet	retain	never
jbossfacet/src/org/adempiere/as/jboss/JBoss.java	javax.naming	java-se	jbossfacet	retain	never
serverRoot/src/main/server/org/compiere/ldap/LdapConnectionHandler.java	javax.naming	java-se	serverRoot	retain	never
serverRoot/src/main/servlet/org/compiere/web/StatusInfo.java	javax.naming	java-se	serverRoot	retain	never
base/src/org/compiere/util/Secure.java	javax.crypto	java-se	base	retain	never
base/src/org/compiere/model/MImage.java	javax.imageio	java-se	base	retain	never
base/src/org/compiere/print/layout/ImageElement.java	javax.imageio	java-se	base	retain	never
client/src/org/compiere/apps/ScreenShot.java	javax.imageio	java-se	client	retain	never
client/src/org/compiere/plaf/CompiereUtils.java	javax.imageio	java-se	client	retain	never
org.adempiere.pos/src/main/java/ui/swing/org/adempiere/pos/POSInfoProduct.java	javax.imageio	java-se	org.adempiere.pos	retain	never
org.eevolution.manufacturing/src/main/java/ui/zk/org/eevolution/form/WWFPanelManufacturing.java	javax.imageio	java-se	org.eevolution.manufacturing	retain	never
zkwebui/WEB-INF/src/org/adempiere/webui/apps/wf/WFEditor.java	javax.imageio	java-se	zkwebui	retain	never
zkwebui/WEB-INF/src/org/adempiere/webui/apps/wf/WFPanel.java	javax.imageio	java-se	zkwebui	retain	never
gradle/phase5/legacy-web-artifact.gradle	org.zkoss.zkex	zk-commercial	gradle	recorded-in-contract	5d
gradle/phase5/namespace-ownership.tsv	org.zkoss.zkex	zk-commercial	gradle	recorded-in-contract	5d
gradle/phase5/zk-compile-closure.gradle	org.zkoss.zkex	zk-commercial	gradle	recorded-in-contract	5d
gradle/phase5/zk-functional-slice.gradle	org.zkoss.zkex	zk-commercial	gradle	recorded-in-contract	5d
gradle/phase5/zk-namespace-replacements.tsv	org.zkoss.zkex	zk-commercial	gradle	recorded-in-contract	5d
zkwebui/WEB-INF/zk.xml	org.zkoss.zkex	zk-commercial	zkwebui	frozen-legacy-artifact	5h
gradle/phase5/legacy-web-artifact.gradle	org.zkoss.zkmax	zk-commercial	gradle	recorded-in-contract	5d
gradle/phase5/namespace-ownership.tsv	org.zkoss.zkmax	zk-commercial	gradle	recorded-in-contract	5d
gradle/phase5/zk-compile-closure.gradle	org.zkoss.zkmax	zk-commercial	gradle	recorded-in-contract	5d
gradle/phase5/zk-functional-slice.gradle	org.zkoss.zkmax	zk-commercial	gradle	recorded-in-contract	5d
gradle/phase5/zk-namespace-replacements.tsv	org.zkoss.zkmax	zk-commercial	gradle	recorded-in-contract	5d
gradle/phase5/zk-source-moves.tsv	org.zkoss.zkmax	zk-commercial	gradle	recorded-in-contract	5d
zkwebui/WEB-INF/zk.xml	org.zkoss.zkmax	zk-commercial	zkwebui	frozen-legacy-artifact	5h
zkwebui/src/phase5d/webapp/WEB-INF/zk.xml	org.zkoss.zkmax	zk-commercial	zkwebui	replaced-ce-equivalent	5d
gradle/phase5/legacy-web-artifact.gradle	org.zkforge	zk3-addon	gradle	recorded-in-contract	5d
gradle/phase5/namespace-ownership.tsv	org.zkforge	zk3-addon	gradle	recorded-in-contract	5d
gradle/phase5/zk-compile-closure.gradle	org.zkforge	zk3-addon	gradle	recorded-in-contract	5d
gradle/phase5/zk-functional-slice.gradle	org.zkforge	zk3-addon	gradle	recorded-in-contract	5d
gradle/phase5/zk-namespace-replacements.tsv	org.zkforge	zk3-addon	gradle	recorded-in-contract	5d
zkwebui/build.gradle	org.zkforge	zk3-addon	zkwebui	replaced-ce-equivalent	5d
gradle/phase5/legacy-web-artifact.gradle	org.zkoss.zul.api	zk3-removed-api	gradle	recorded-in-contract	5d
gradle/phase5/namespace-ownership.tsv	org.zkoss.zul.api	zk3-removed-api	gradle	recorded-in-contract	5d
gradle/phase5/zk-compile-closure.gradle	org.zkoss.zul.api	zk3-removed-api	gradle	recorded-in-contract	5d
gradle/phase5/zk-namespace-replacements.tsv	org.zkoss.zul.api	zk3-removed-api	gradle	recorded-in-contract	5d
gradle/phase5/namespace-ownership.tsv	org.zkoss.zul.SimpleTreeModel	zk3-removed-api	gradle	recorded-in-contract	5d
gradle/phase5/zk-compile-closure.gradle	org.zkoss.zul.SimpleTreeModel	zk3-removed-api	gradle	recorded-in-contract	5d
gradle/phase5/zk-namespace-replacements.tsv	org.zkoss.zul.SimpleTreeModel	zk3-removed-api	gradle	recorded-in-contract	5d
gradle/phase5/legacy-web-artifact.gradle	org.zkoss.zul.SimpleTreeNode	zk3-removed-api	gradle	recorded-in-contract	5d
gradle/phase5/namespace-ownership.tsv	org.zkoss.zul.SimpleTreeNode	zk3-removed-api	gradle	recorded-in-contract	5d
gradle/phase5/zk-compile-closure.gradle	org.zkoss.zul.SimpleTreeNode	zk3-removed-api	gradle	recorded-in-contract	5d
gradle/phase5/zk-namespace-replacements.tsv	org.zkoss.zul.SimpleTreeNode	zk3-removed-api	gradle	recorded-in-contract	5d
gradle/phase5/legacy-web-artifact.gradle	org.zkoss.zul.ListModelExt	zk3-removed-api	gradle	recorded-in-contract	5d
gradle/phase5/namespace-ownership.tsv	org.zkoss.zul.ListModelExt	zk3-removed-api	gradle	recorded-in-contract	5d
gradle/phase5/zk-compile-closure.gradle	org.zkoss.zul.ListModelExt	zk3-removed-api	gradle	recorded-in-contract	5d
gradle/phase5/zk-namespace-replacements.tsv	org.zkoss.zul.ListModelExt	zk3-removed-api	gradle	recorded-in-contract	5d
gradle/phase5/namespace-ownership.tsv	org.zkoss.zk.ui.render	zk3-removed-api	gradle	recorded-in-contract	5d
gradle/phase5/zk-compile-closure.gradle	org.zkoss.zk.ui.render	zk3-removed-api	gradle	recorded-in-contract	5d
gradle/phase5/zk-namespace-replacements.tsv	org.zkoss.zk.ui.render	zk3-removed-api	gradle	recorded-in-contract	5d
zkwebui/WEB-INF/src/org/adempiere/webui/compat/Portallayout.java	org.zkoss.zkex	replacement	zkwebui	replaced-adempiere-owned	5d
zkwebui/WEB-INF/src/org/adempiere/webui/compat/Portalchildren.java	org.zkoss.zkex	replacement	zkwebui	replaced-adempiere-owned	5d
zkwebui/WEB-INF/src/org/adempiere/webui/compat/HtmlEditor.java	org.zkoss.zkex	replacement	zkwebui	replaced-adempiere-owned	5d
zkwebui/WEB-INF/src/org/adempiere/webui/compat/AuRequests.java	org.zkoss.zkmax	replacement	zkwebui	replaced-adempiere-owned	5d
zkwebui/src/phase5d/webapp/WEB-INF/zk.xml	org.zkoss.zkmax	replacement	zkwebui	replaced-adempiere-owned	5d
zkwebui/WEB-INF/src/org/adempiere/webui/component/Keylistener.java	org.zkforge	replacement	zkwebui	replaced-adempiere-owned	5d
zkwebui/WEB-INF/src/org/adempiere/webui/compat/timeline/Timeline.java	org.zkforge	replacement	zkwebui	replaced-adempiere-owned	5f
zkwebui/WEB-INF/src/org/adempiere/webui/compat/timeline/Bandinfo.java	org.zkforge	replacement	zkwebui	replaced-adempiere-owned	5f
zkwebui/WEB-INF/src/org/adempiere/webui/compat/timeline/BandScrollEvent.java	org.zkforge	replacement	zkwebui	replaced-adempiere-owned	5f
zkwebui/WEB-INF/src/org/adempiere/webui/compat/timeline/TimelineUtil.java	org.zkforge	replacement	zkwebui	replaced-adempiere-owned	5f
zkwebui/WEB-INF/src/org/adempiere/webui/compat/SimpleTreeModel.java	org.zkoss.zul.SimpleTreeModel	replacement	zkwebui	replaced-adempiere-owned	5d
zkwebui/WEB-INF/src/org/adempiere/webui/compat/SimpleTreeNode.java	org.zkoss.zul.SimpleTreeNode	replacement	zkwebui	replaced-adempiere-owned	5d
zkwebui/WEB-INF/src/org/adempiere/webui/compat/ListModelExt.java	org.zkoss.zul.ListModelExt	replacement	zkwebui	replaced-adempiere-owned	5d
zkwebui/WEB-INF/src/org/adempiere/webui/compat/Combobox2Default.java	org.zkoss.zul.api	replacement	zkwebui	replaced-adempiere-owned	5d
zkwebui/WEB-INF/src/org/adempiere/webui/compat/ZkCompat.java	org.zkoss.zk.ui.render	replacement	zkwebui	replaced-adempiere-owned	5d
